title;bookNumber;category_id
Giáo dục công dân 7 (Chân trời sáng tạo);GI108d_22;11
Giáo dục công dân 7 (CTST);GI108d_23;16
Giáo dục công dân 7 (CTST);GI108d_24;2
Giáo dục công dân 7, sách giáo viên;GI108d_25;10
Giáo Dục Công Dân 8;GI108d_26;12
Giáo dục công dân 8 - 9 (Tài liệu giáo dục địa phương Hải Phòng);GI108d_27;9
Giáo dục công dân 8 - SGV;GI108d_28;6
Giáo dục công dân 8 (Chân trời sáng tạo);GI108d_29;8
Giáo dục công dân 8 (CTST);GI108d_30;5
Giáo dục công dân 8 (CTST);GI108d_31;2
Giáo dục công dân 8 (Kết nối tri thức);GI108d_32;2
Giáo dục công dân 8- 9 (Tài liệu giáo dục địa phương Lào Cai);GI108d_33;2
Giáo dục công dân 8- 9 (Tài liệu giáo dục địa phương Ninh Bình);GI108d_34;2
Giáo dục công dân 8 -SGV (Chân trời sáng tạo);GI108d_35;3
Giáo dục công dân 8( Chân trời sáng tạo);GI108d_36;5
Giáo dục công dân 8(Chân trời sáng tạo);GI108d_37;15
Giáo dục công dân 8, sách giáo viên;GI108d_38;11
Giáo dục công dân 8-9 (Tài liệu giáo dục địa phương Phú Thọ);GI108d_39;15
Giáo Dục Công Dân 9;GI108d_40;15
Giáo dục công dân 9;GI108d_41;4
Giáo dục công dân 9;GI108d_42;6
Giáo Dục Công Dân 9 (bài tập);GI108d_43;9
Giáo dục công dân 9 (Cánh Diều);GI108d_44;11
Giáo dục công dân 9 (Chân trời sáng tạo);GI108d_45;8
Giáo dục công dân 9 (CTST);GI108d_46;1
Giáo dục công dân 9 (CTST) - SGV;GI108d_47;4
Giáo dục công dân 9 (CTST)-SGV;GI108d_48;6
Giáo dục công dân 9 -SGV;GI108d_49;10
Giáo dục công dân 9, sách giáo viên;GI108d_50;8
Giáo dục công dân Trung học cơ sở (Tài liệu giáo dục địa phương Ninh Bình- dành cho Giáo viên);GI108d_51;16
Giáo dục đạo đức văn hóa, xây đắp lý tưởng cách mạng cho HS trong bối cảnh hiện nay;GI108d_52;6
Giáo dục đạo đức, lối sống văn hóa, xây đắp lý tưởng cách mạng cho HS trong bối cảnh hiện nay;GI108d_53;4
Giáo dục gia đình;GI108d_54;16
Giáo dục gia đình;GI108d_55;16
Giáo dục hướng nghiệp 9 - SGV;GI108d_56;12
Giáo dục hướng nghiệp 9, sách giáo viên;GI108d_57;14
Giáo dục kĩ năng sống cho học sinh THCS;GI108d_58;6
Giáo dục kĩ năng sống cho HS THCS;GI108d_59;16
Giáo dục kĩ năng sống cho HS THCS;GI108d_60;11
Giáo dục kĩ năng sống địa lí;GI108d_61;14
Giáo dục kĩ năng sống trong HĐGD ngoài giờ lên lớp ở trường THCS;GI108d_62;1
Giáo dục kĩ năng sống trong HĐNGLL THCS;GI108d_63;9
Giáo dục kĩ năng sống trong hoạt động giáo dục ngoài giờ lên lớp;GI108d_64;9
Giáo dục kĩ năng sống trong Hoạt động ngoài giờ lên lớp ở trường Trung học cơ sở (Tài liệu dành cho giáo viên);GI108d_65;15
Giáo dục kĩ năng sống trong môn địa lí ở trường THCS ;GI108d_66;12
Giáo dục kỉ năng sống trong môn Địa lí ở trường THCS;GI108d_67;6
Giáo dục kĩ năng sống trong môn Địa lí ở trường THCS (Tài liệu dành cho giáo viên);GI108d_68;6
Giáo dục kĩ năng sống trong môn Địa lí ở trường Trung học cơ sở (Tài liệu dành cho giáo viên);GI108d_69;2
Giáo dục kĩ năng sống trong môn GDCD;GI108d_70;14
Giáo dục kĩ năng sống trong môn GDCD ở trường THCS ;GI108d_71;9
Giáo dục kĩ năng sống trong môn GDCD ở trường THCS;GI108d_72;15
Giáo dục kĩ năng sống trong môn GDCD ở trường THCS;GI108d_73;16
Giáo dục kĩ năng sống trong môn Giáo dục công dân ở trường Trung học cơ sở (Tài liệu dành cho giáo viên);GI108d_74;5
Giáo dục kĩ năng sống trong môn ngữ văn;GI108d_75;12
Giáo dục kĩ năng sống trong môn Ngữ văn ở trường THCS;GI108d_76;15
Giáo dục kĩ năng sống trong môn ngữ văn ở trường THCS;GI108d_77;5
Giáo dục kĩ năng sống trong môn Ngữ văn ở trường Trung học cơ sở (Tài liệu dành cho giáo viên);GI108d_78;10
Giáo dục kĩ năng sống trong môn sinh học;GI108d_79;15
Giáo dục kĩ năng sống trong môn Sinh học ở trường THCS;GI108d_80;6
Giáo dục kĩ năng sống trong môn Sinh học ở trường THCS;GI108d_81;6
Giáo dục kĩ năng sống trong môn sinh học ở trường THCS;GI108d_82;5
Giáo dục kĩ năng sống trong môn Sinh học ở trường Trung học cơ sở (Tài liệu dành cho giáo viên);GI108d_83;1
Giáo dục kĩ năng sống trong Sinh học ở trường THCS;GI108d_84;13
Giáo dục môi trường qua môn Địa lí ở trường phổ thông;GI108d_85;5
Giáo dục môi trường thông qua môn địa lí ở trường phổ thông;GI108d_86;14
Giáo dục pháp luật về trật tự an toàn giao thông;GI108d_87;9
Giáo dục thể chất  6 - SGV  (Chân trời sáng tạo);GI108d_88;10
Giáo dục thể chất  7 - SGV  (Chân trời sáng tạo);GI108d_89;15
Giáo dục thể chất (Chân trời sáng tạo) - SGV;GI108d_90;7
Giáo dục thể chất (CTST);GId;2
Giáo dục thể chất 6  (Chân trời sáng tạo);GI108d_91;10
Giáo dục thể chất 6 - SGV;GI108d_92;12
Giáo dục thể chất 6 ( Chân trời sáng tạo );GI108d_93;10
Giáo dục thể chất 6 (Chân trời sáng tạo);GI108d_94;2
Giáo dục thể chất 6 (Chân trời sáng tạo);GI108d_95;5
Giáo dục thể chát 6 (chân trời sáng tạo) - SGV;GI108d_96;7
Giáo dục thể chất 6 (CTST);GI108d_97;2
Giáo dục thể chất 6 (CTST);GI108d_98;7
Giáo dục thể chất 7  (Cánh diều);GI108d_99;3
Giáo dục Thể chất 7 ( Chân trời sáng tạo );GI108d_100;14
Giáo dục thể chất 7 (Chân trời sáng tạo);GI108d_101;14
Giáo dục thể chất 7 (Chân trời sáng tạo);GI108d_102;3
Giáo dục thể chất 7 (CTST);GI108d_103;2
Giáo dục thể chất 7 (CTST);GI108d_104;16
Giáo dục thể chất 7 (Kết nối tri thức với cuộc sống);GI108d_105;13
Giáo dục thể chất 7 SGV (Chân trời sáng tạo);GI108d_106;16
Giáo dục thể chất 8 - SGV (Chân trời sáng tạo);GI108d_107;7
Giáo dục thể chất 8 (Chân trời sáng tạo);GI108d_108;10
Giáo dục thể chất 8 (CTST);GId_1;9
Giáo dục thể chất 8 (CTST);GI108d_109;7
Giáo dục thể chất 8 (CTST);GI108d_110;16
Giáo dục thể chất 8 (Kết nối tri thức);GI108d_111;3
Giáo dục thể chất 8(Chân trời sáng tạo);GI108d_112;9
Giáo dục thể chất 9 (Cánh Diều);GI108d_113;9
Giáo dục thể chất 9 (chân trời sáng tạo);GI100;6
Giáo dục thể chất 9 (CTST);GI108d_114;2
Giáo dục thể chất 9 (CTST) - SGV;GI108d_115;2
Giáo dục thể chất 9 (CTST)-SGV;GI108d_116;6
Giáo dục thể chất 9 (Kết nối tri thức);GI108d_117;14
Giáo dục trật tự an toàn giao thông;GI108d_118;12
Giáo dục trật tự ATGT;GI108d_119;6
Giáo dục trẻ em vị thành niên;GI108d_120;12
Giáo dục trẻ em vị thành niên;GI108d_121;1
Giao tiếp ứng xử;GI108t;3
Gió;GI400;11
Gió;GI400_1;2
Giới thiêu các bài soạn Vật lí 8;GI462th;7
Giới thiệu các bài soạn Vật lí 8;GI462th_1;12
Giới thiệu các bài soạn Vật lý 8;GI462th_2;6
Giúp em viết bài văn hay lớp 6;GI521e;4
Giúp em viết bài văn hay lớp 7;GI521e_1;4
Giúp em viết bài văn hay lớp 8;GI521e_2;9
Giúp em viết bài văn hay lớp 9;GI521e_3;9
Giúp học giỏi địa lí THCS Câu hỏi và bài tập trắc nghiệm Địa lí 7;GI521h;11
Giúp học giỏi Lịch sử  THCS Câu hỏi và bài tập trắc nghiệm lịch sử 9;GI521h_1;1
Góp phần dạy tốt học tốt môn GDCD ở trường THCS ;G434ph;13
Góp phần dạy tốt, học tốt môn GDCD ở trường THPT;G434ph_1;14
Grammar Practice for upper intermediate Students;Gp;7
Grammar Practice for upper intermediate Students;Gp_1;13
Gương mặt người thầy;G561m;11
Gương mặt người thầy;G561m_1;3
Gương sáng đội viên;G561s;6
Gương thành công của các danh nhân  nhà nghệ thuật;G561th;2
Gương thành công của các danh nhân nhà nghệ thuật;G561th_1;3
Gương thành công của các danh nhân nhà văn;G561th_2;14
Gương thành công của các Danh nhân Nhà văn;G561th_3;9
Hải đoàn cảm tử;H103d;9
Hành trình của một e.mail;H107tr;2
Hạt giống yêu đời;H110gi;2
Hạt giống yêu đời;H110gi_1;2
Hầu Thánh;H125th;6
Hầu Thánh;H125th_1;6
Hãy sống mạnh mẽ;H112s;13
HĐNG Lên lớp 6;Hl;11
HĐNG Lên lớp 7;Hl_1;1
HĐNG Lên lớp 8;Hl_2;4
HĐNG Lên lớp 9;Hl_3;2
HĐTN và Hướng Nghiệp 6 (CTST);Hv;5
HĐTN, HN 6 (Cánh Diều);Hh;10
HĐTN,HN 8 (Cánh Diều);H8;3
HĐTT và tìm hiểu kĩ năng sống cho HS 6;Hv_1;14
HĐTT và tìm hiểu kĩ năng sống cho HS 7 tập 1,2;Hv_2;8
HĐTT và tìm hiểu kĩ năng sống cho HS 8 tập 1,2;Hv_3;2
HĐTT và tìm hiểu kĩ năng sống cho HS 9 tập 1,2;Hv_4;12
Hệ thống các văn bản quy phạm pháp luật hiện hành về thanh tra, kiểm tra trong lĩnh vực giáo dục;H250th;16
Hệ thống các văn bản vi phạm pháp luật hiện hành về thanh tra kiểm tra trong lĩnh vực GD;H250th_1;4
Hệ thống câu hỏi trắc nghiệm tự luận Ngữ văn7;H250th_2;1
Hệ thống câu hỏi trắc nghiệm và bài tập tự luận Ngữ văn 7;H250th_3;7
Hệ thống hóa kiến thức môn Ngữ văn Trung học cơ sở;H250th_4;3
Hệ thống hóa kiến thức môn Tiếng Anh Trung học cơ sở;H250th_5;8
Hệ thống hóa kiến thức môn Toán Trung học cơ sở;H250th_6;13
Hiền tài là nguyên khí quốc gia;H305t;5
Hiểu về sự sống - Sự sống bắt đầu từ đâu? - Tập 1;H309v;7
Hiểu về sự sống - Sự sống có khi nào kết thúc? - Tập 2;H309v_1;8
Hiểu về sự sống - Sự sống vì sao quý giá;H309v_2;15
Hình ảnh Bác Hồ trong trái tim đồng bào các dân tộc;H312a;4
Hình ảnh bác Hồ trong trái tim đồng bào các dân tộc;H312a_1;11
Hồ Chí  Minh Trong Tiến trình lịch sử dân tộc;H450ch;5
Hồ Chí Minh đỉnh cao truyền thống;H450ch_1;3
Hồ Chí Minh đỉnh cao truyền thống Nhân Trí Dũng Việt Nam;H450ch_2;3
Hồ Chí Minh nhân trí dũng…;H450ch_3;16
Hồ Chí Minh trong tiến trình lịch sử dân tộc;H450ch_4;5
Hồ Chí Minh với con người và văn hóa;H450ch_5;10
Hồ Chí Minh với con người và văn hóa;H450ch_6;2
Hồ Chí Minh Với giáo dục;H450ch_7;10
Hồ Chí Minh với giáo dục;H450ch_8;14
Hồ Chí Minh với thanh thiếu niên;H450ch_9;14
Hồ Chí Minh với thanh thiếu niên;H450ch_10;14
Hồ Quý Ly nhà cải cách;H450qu;14
Hồ Quý Ly nhà cải cách;H450qu_1;11
Hổ tr trợ dạy học tiếng việt cho HS dan tộc thiểu số THCS vùng  khó khăn nhất;H450tr;9
Hỗ trợ dạy học Tiếng Việt cho học sinh dân tộc thiểu số cấp THCS vùng khó khăn nhất;H450tr_1;4
Hỗ trợ dạy học tiếng việt cho HS dân tộc…;H450tr_2;3
Hỗ trợ học tập cho học sinh THCS vùng khó khăn môn sử 6;H450tr_3;10
Hỗ trợ học tập cho học sinh THCS vùng khó khăn nhất môn Ngữ văn 6 (t2);H450tr_4;8
Hỗ trợ học tập cho học sinh THCS vùng khó khăn nhất môn Toán 6 - Tập 2;H450tr_5;12
Hỗ trợ học tập cho học sinh THCS vùng khó khăn nhất môn toán 6 (t1);H450tr_6;16
Hỗ trợ học tập cho học sinh THCS vùng khó khăn nhất môn toán 6 (tập2);H450tr_7;16
Hổ trợ học tập cho HS THCS vùng khó khăn nhất môn Hóa 8;H450tr_8;15
Hỗ trợ học tập THCS vùng khó khăn nhất môn Hóa học -  lớp 8;H450tr_9;10
Hỗ trợ học tập THCS vùng khó khăn nhất môn Lịch sử lớp 6;H450tr_10;12
Hỗ trợ học tập THCS vùng khó khăn nhất môn Ngữ văn 6- Tập 2 lớp 6;H450tr_11;3
Hỗ trợ học tập THCS vùng khó khăn nhất môn Toán 6- Tập 1 lớp 6;H450tr_12;11
Hỗ trợ ht cho hs THCS VKK nhất Toán 6;H450tr_13;3
Hỗ trợ ht cho hs THCS vùng KK nhất môn Địa Lí 6;H450tr_14;6
Hỗ trợ ht cho hs THCS vùng KK nhất NV 6 (Tập 1);H450tr_15;10
Hóa  9 (bài tập);H4019;3
Hóa 8;H4018;3
Hóa 8;H4018_1;10
Hóa 9;H4019_1;16
Hóa 9;H4019_2;10
Hóa hóa 9 (bài tập);H401h;15
Hoá học 8;H401h_1;4
Hóa học 8;null;15
Hóa học 8;H401h_2;10
Hóa học 8 - SGV;H401h_3;3
Hoá học 8 - Song ngữ Việt - Anh;H401h_4;2
Hoá học 8, sách giáo viên;H401h_5;6
Hoá học 9;H401h_6;5
Hóa học 9;null_1;6
Hóa học 9;H401h_7;2
Hoá học 9 - Song ngữ Việt - Anh;H401h_8;5
Hóa học 9 (SGV);H401h_9;9
Hóa học 9 -SGV;H401h_10;1
Hoá học 9, sách giáo viên;H401h_11;1
Hóa học hữu cơ 2;H401h_12;14
Hóa học và những điều lí thú;H401h_13;6
Hoá học và những điều lý thú;H401h_14;13
Hóa học và những điều lý thú;H401h_15;2
Họa mi tìm tổ;H401m;8
Họa Mi tìm tổ;H401m_1;2
Hoa tuyết trắng;H401t;9
Hoa tuyết trắng;H401t_1;12
Hoài Thanh- Đặng Thai Mai…;H404th;9
Hoài Thanh những tác phẩm tiêu biểu trước 1945;H404th_1;15
Hoài Thanh những tác phẩm tiêu biểu trước 1945;H404th_2;8
Hoài Thanh những tác phẩm tiêu biểu…;H404th_3;9
Hoài Thanh,Hoài Chân thi nhân Việt Nam;H404th_4;3
Hoài Thanh,Vũ Ngọc Phan,Hải Triều,Đặng Thai Mai;H404th_5;12
Hoạt động giáo dục nghề phổ thông - Nghề vi sinh dinh dưỡng và chế biến nông sản - thực phẩm lớp 8;H411đ;9
Hoạt Động Giáo Dục NGLL;H411d;14
Hoạt động giáo dục NGLL;H411d_1;12
Hoạt động giáo dục ngoài giờ lên lớp 6, sách giáo viên;H411đ_1;15
Hoạt động giáo dục ngoài giờ lên lớp 7, sách giáo viên;H411đ_2;13
Hoạt động giáo dục ngoài giờ lên lớp 8 - SGV;H411đ_3;10
Hoạt động giáo dục ngoài giờ lên lớp 8, sách giáo viên;H411đ_4;3
Hoạt động giáo dục ngoài giờ lên lớp 9 - SGV;H411đ_5;3
Hoạt động giáo dục ngoài giờ lên lớp 9, sách giáo viên;H411đ_6;16
Hoạt Động Hình Học Ở Trường THCS;H411d_2;2
Hoạt động hình học ở trường THCS;H411đ_7;7
Hoạt động thực tiển và tìm hiểu kỉ năng giành cho học sinh;H411đ_8;9
Hoạt động thực tiển và tìm hiểu kỉ năng giành cho học sinh lớp 8 - tập 2;H411đ_9;10
Hoạt động thực tiễn và tìm hiểu kĩ năng sống  lớp 7 tập 2;H411d_3;8
Hoạt động thực tiễn và tìm hiểu kĩ năng sống  lớp 8 tập 2;H411d_4;11
Hoạt động thực tiễn và tìm hiểu kĩ năng sống dành cho học sinh;H411đ_10;16
Hoạt động thực tiễn và tìm hiểu kĩ năng sống dành cho học sinh;H411d_5;13
Hoạt động trải nghiệm 6 (Cánh diều);H411đ_11;16
Hoạt động trải nghiệm 7 (Cánh diều);H411đ_12;12
Hoạt động trải nghiệm hướng nghiệp (Cánh diều);H411d_6;12
Hoạt động trải nghiệm hướng nghiệp (Chân trời sáng tạo);H411d_7;6
Hoạt động trải nghiệm hướng nghiệp (KNTTV CS);H411d_8;8
Hoạt động trải nghiệm hướng nghiệp 6 - SGV;H411đ_13;13
Hoạt động trãi nghiệm hướng nghiệp 6(Chân trời sáng tạo);H411d_9;5
Hoạt động trải nghiệm hướng nghiệp 8-SGV (Chánh Diều);H411đ_14;4
Hoạt động trải nghiệm sáng tạo trong các môn học lớp 6;Hđ;11
Hoạt động trải nghiệm sáng tạo trong các môn học lớp 7;Hđ_1;7
Hoạt động trải nghiệm sáng tạo trong các môn học lớp 8;Hđ_2;3
Hoạt động trải nghiệm sáng tạo trong các môn học lớp 9;Hđ_3;10
Hoạt động trải nghiệm, hướng nghiệm 9 (Cánh Diều);H411đ_15;2
Hoạt động trải nghiệm, hướng nghiệm 9 (Chân trời sáng tạo) - Bản 1;H411đ_16;3
Hoạt động trải nghiệm, hướng nghiệp (CD)-SGV;H411đ_17;8
Hoạt động trải nghiệm, hướng nghiệp (Chân trời sáng tạo) - Bản 1;H411đ_18;16
Hoạt động trải nghiệm, hướng nghiệp (chân trời sáng tạo) - Bản 2;H411đ_19;9
Hoạt động trải nghiệm, hướng nghiệp 6;H411đ_20;9
Hoạt động trải nghiệm, hướng nghiệp 6 - SGV (Cánh Diều);H411đ_21;13
Hoạt động trải nghiệm, hướng nghiệp 6 (Cánh Diều);H411đ_22;14
Hoạt động trải nghiệm, hướng nghiệp 6 (Cánh Diều);H411đ_23;16
Hoạt động trải nghiệm, hướng nghiệp 6 (CD);H411đ_24;2
Hoạt động trải nghiệm, hướng nghiệp 6 (CD);H411đ_25;5
Hoạt động trải nghiệm, hướng nghiệp 6 (CD) - SGV;H411đ_26;3
Hoạt động trải nghiệm, hướng nghiệp 6 (Chân trời sáng tạo);H411đ_27;9
Hoạt động trải nghiệm, hướng nghiệp 6 (Chân trời sáng tạo) - SGV;H411đ_28;11
Hoạt động trải nghiệm, hướng nghiệp 6- SGV (Cánh diều);H411đ_29;3
Hoạt động trải nghiệm, hướng nghiệp 7 (Cánh diều);H411đ_30;4
Hoạt động trải nghiệm, hướng nghiệp 7 (Cánh Diều);H411đ_31;16
Hoạt động trải nghiệm, hướng nghiệp 7 (CD);H411đ_32;9
hoạt động trải nghiệm, hướng nghiệp 7 (CD);H411đ_33;5
Hoạt động trải nghiệm, hướng nghiệp 7 (Chân trời sáng tạo);H411đ_34;6
Hoạt động trải nghiệm, hướng nghiệp 7 (Chân trời sáng tạo) - Bản 1;H411đ_35;9
Hoạt động trải nghiệm, hướng nghiệp 7 (Kết nối tri thức với cuộc sống);H411đ_36;11
Hoạt động trải nghiệm, hướng nghiệp 7- SGV (Cánh diều);H411đ_37;3
Hoạt động trải nghiệm, hướng nghiệp 8 (Cánh Diều);H411đ_38;8
Hoạt động trải nghiệm, hướng nghiệp 8 (CD);H411đ_39;1
Hoạt động trải nghiệm, hướng nghiệp 8 (CD);H411đ_40;3
Hoạt động trải nghiệm, hướng nghiệp 8 (Chân trời sáng tạo) - Bản 1;H411đ_41;16
Hoạt động trải nghiệm, hướng nghiệp 8 (Chân trời sáng tạo) - Bản 2;H411đ_42;11
Hoạt động trải nghiệm, hướng nghiệp 8 (Kết nối tri thức);H411đ_43;8
hoạt động trải nghiệm, hướng nghiệp 8 (Kết nối tri thức);H411đ_44;16
Hoạt động trải nghiệm, hướng nghiệp 8(cánh Diều);H411đ_45;9
Hoạt động trải nghiệm, hướng nghiệp 9;H411đ_46;1
Hoạt động trải nghiệm, hướng nghiệp 9 (CD);H411đ_47;15
Hoạt động trải nghiệm, hướng nghiệp 9 (CD) - SGV;H411đ_48;14
Hoạt động trải nghiệm, hướng nghiệp 9 (CD) - SGV;H411đ_49;10
Hoạt động trải nghiệm, hướng nghiệp 9 (CD) -SGV;H411đ_50;10
Hoạt động trải nghiệm, hướng nghiệp 9 (Chân trời sáng tạo) - Bản 2;H411đ_51;16
Học Âm nhạc theo ĐH Phát Triển 9;H419a;7
Học âm nhạc theo định hướng phát triển năng lực khối 6;H419a_1;11
Học âm nhạc theo định hướng phát triển năng lực lớp 6;H419a_2;5
Học Âm nhạc theo định hướng phát triển năng lực lớp 6;H419a_3;15
Học Âm Nhạc Theo Định Hướng Phát Triển Năng Lực Lớp 7;H419a_4;3
Học âm nhạc theo định hướng phát triển năng lực lớp 7;H419a_5;1
Học Âm nhạc theo định hướng phát triển năng lực lớp 8;H419a_6;16
Học âm nhạc theo định hướng phát triển năng lực lớp 8;H419a_7;6
Học âm nhạc theo định hướng phát triển năng lực lớp 9;H419a_8;12
Học ăn học nói học mở;H419a_9;14
Học ăn, học nói, học gói, học mở;H419a_10;5
Học tích cực đánh giá kết quả học tập của học sinh THCS vùng khó khăn nhất;H419t;1
Học tích cực đánh giá kết quả học tập của HS THCS;H419t_1;2
Học tích cực đánh giá kết quả HT HS vùng khó khăn;H419t_2;9
Học toán thật vui;H419t_3;3
Học toán thật vui;H419t_4;15
Học và làm theo pháp luật hỏi đáp tập 2;H419v;14
Học và làm theo pháp luật tập 2;H419v_1;3
Hỏi - Đáp về dân chủ ở cơ sở;H428-;14
Hỏi & đáp về quyền trẻ em ;H428d;3
Hỏi đáp 1000 năm Thăng Long;H428d_1;15
Hỏi đáp 1000 năm thăng long Hà Nội;H428d_2;4
Hỏi đáp 1000 năm Thăng Long Hà nội;H428đ;16
Hỏi đáp 1000 năm thăng long Hà Nội 1;H428d_3;4
Hỏi đáp 1000 năm thăng long Hà Nội 2;H428d_4;15
Hỏi đáp 1000 năm thăng long Hà Nội tập 1;H428d_5;14
Hỏi đáp 1000 năm thăng long Hà Nội tập 2;H428d_6;7
Hỏi đáp Lịch sử 8;H428d_7;1
Hỏi đáp lịch sử 8;H428d_8;9
Hỏi đáp Lịch sử 8;H428đ_1;7
Hỏi đáp ngữ văn 6;H428d_9;6
Hỏi đáp Ngữ văn 9;H428đ_2;10
Hỏi đáp Ngữ văn 9;H428d_10;6
Hỏi đáp về các tội xâm phạm tín mạng, sức khỏe của con người;H428đ_3;4
Hỏi đáp về các tội xâm phạm tính mạng, sức khỏe của con người;H428d_11;12
Hỏi đáp về dân chủ ở  cơ sở;H428d_12;16
Hỏi đáp về hoạt động hòa giải ở cơ sở;H428d_13;4
Hỏi- Đáp về tổ chức và hoạt động hòa giải ở cơ sở;Hđ_4;13
Hỏi gì cũng biết: Vũ trụ thật đơn giản;H428g;3
Hỏi già cũng biết,vũ trụ thật đơn giản;H428gi;11
Hội thi giáo viên thư viện với công tác thư viện trường học;H452th;4
Hội Thi GV Thư Viện với Công Tác Thư viện Trường Học;H452th_1;1
Hỏi và đáp về quyền trẻ em;H428v;7
Hướng  dẫn Trả Lời Câu hỏi và bài tập Trắc nghiệm Địa lí 9;H561d;10
Hướng dẫn  giải bài tập Vật lí THCS;H561d_1;2
Hướng dẫn áp dụng chuẩn nghề nghiệp GV;H561d_2;5
Hướng dẫn áp dụng chuẩn nghề nghiêp Gv TH vào đánh giá GV;H561d_3;11
Hướng dẫn áp dụng chuẩn NNGVTH vào đánh giá giáo viên;H561d_4;14
Hướng dẫn bé làm nội trợ;H561d_5;9
Hướng dẫn dạy học Lịch sử địa phương (Dùng trong các trường Trung học cơ sở tỉnh Hà Giang);H561d_6;4
Hướng dẫn giải bài tập Toán 7 tập 1;H561d_7;14
Hướng dẫn giải bài tập Vật lí THCS;H561d_8;5
Hướng dẫn Giải BT Vật Lý 7 ;H561d_9;12
Hướng dẫn học Công nghệ 6 (Sách thử nghiệm);Hd;16
Hướng dẫn học Công nghệ 7, tập 1 (Sách thử nghiệm);Hd_1;2
Hướng dẫn học Công nghệ 7, tập 2 (Sách thử nghiệm);Hd_2;10
Hướng dẫn học Công nghệ 8, tập hai (Sách thử nghiệm);Hd_3;2
Hướng dẫn học Công nghệ 8, tập một (Sách thử nghiệm);Hd_4;6
Hướng dẫn học Giáo dục Công dân 6 (Sách thử nghiệm);H561d_10;8
Hướng dẫn học Giáo dục công dân 7 (Sách thử nghiệm);Hd_5;11
Hướng dẫn học Giáo dục công dân 8 (Sách thử nghiệm);Hd_6;14
Hướng dẫn học Khoa học tự nhiên 6, Tập một (Sách thử nghiệm);H561d_11;16
Hướng dẫn học Khoa học Tự nhiên 6. tập hai (Sách thử nghiệm);H561d_12;9
Hướng dẫn học Khoa học tự nhiên 7 (Sách thử nghiệm);Hd_7;15
Hướng dẫn học Khoa học tự nhiên 8 (Sách thử nghiệm);Hd_8;13
Hướng dẫn học Khoa học Xã hội 6 (Sách thử nghiệm);H561d_13;9
Hướng dẫn học Khoa học xã hội 7, tập 1 (Sách thử nghiệm);Hd_9;13
Hướng dẫn học Khoa học xã hội 7, tập 2 (Sách thử nghiệm);Hd_10;13
